date,agency,complaint_type,.mean,lower_80,upper_80
2021-09-13,DPR,overgrown tree/branches,72,NA,NA
2021-09-14,DPR,overgrown tree/branches,79,NA,NA
2021-09-15,DPR,overgrown tree/branches,75,NA,NA
2021-09-16,DPR,overgrown tree/branches,59,NA,NA
2021-09-17,DPR,overgrown tree/branches,89,NA,NA
2021-09-18,DPR,overgrown tree/branches,32,NA,NA
2021-09-19,DPR,overgrown tree/branches,38,NA,NA
2021-09-20,DPR,overgrown tree/branches,79,NA,NA
2021-09-21,DPR,overgrown tree/branches,154,NA,NA
2021-09-22,DPR,overgrown tree/branches,2,NA,NA
2021-09-23,DPR,overgrown tree/branches,73.787817090805,31.923003964313786,115.65263021729623
2021-09-24,DPR,overgrown tree/branches,66.104305823921507,27.165835327498094,105.04277632034493
2021-09-25,DPR,overgrown tree/branches,32.01816948239792,12.480154679266171,51.556184285529675
2021-09-26,DPR,overgrown tree/branches,28.900622999996408,10.666247521739368,47.13499847825345
2021-09-27,DPR,overgrown tree/branches,77.3690304755693,26.982925861518083,127.75513508962052
2021-09-28,DPR,overgrown tree/branches,76.1068440240915,25.02490963460898,127.18877841357403
2021-09-29,DPR,overgrown tree/branches,70.67603037378396,21.853143912266425,119.49891683530149
2021-09-02,DPR,root/sewer/sidewalk condition,40,NA,NA
2021-09-03,DPR,root/sewer/sidewalk condition,29,NA,NA
2021-09-04,DPR,root/sewer/sidewalk condition,19,NA,NA
2021-09-05,DPR,root/sewer/sidewalk condition,16,NA,NA
2021-09-06,DPR,root/sewer/sidewalk condition,17,NA,NA
2021-09-07,DPR,root/sewer/sidewalk condition,38,NA,NA
2021-09-08,DPR,root/sewer/sidewalk condition,39,NA,NA
2021-09-09,DPR,root/sewer/sidewalk condition,32,NA,NA
2021-09-10,DPR,root/sewer/sidewalk condition,38,NA,NA
2021-09-11,DPR,root/sewer/sidewalk condition,13,NA,NA
2021-09-12,DPR,root/sewer/sidewalk condition,12,NA,NA
2021-09-13,DPR,root/sewer/sidewalk condition,47,NA,NA
2021-09-14,DPR,root/sewer/sidewalk condition,34,NA,NA
2021-09-15,DPR,root/sewer/sidewalk condition,53,NA,NA
2021-09-16,DPR,root/sewer/sidewalk condition,44,NA,NA
2021-09-17,DPR,root/sewer/sidewalk condition,24,NA,NA
2021-09-18,DPR,root/sewer/sidewalk condition,12,NA,NA
2021-09-19,DPR,root/sewer/sidewalk condition,13,NA,NA
2021-09-20,DPR,root/sewer/sidewalk condition,36,NA,NA
2021-09-21,DPR,root/sewer/sidewalk condition,64,NA,NA
2021-09-22,DPR,root/sewer/sidewalk condition,2,NA,NA
2021-09-23,DPR,root/sewer/sidewalk condition,22.241003907594468,5.794207912905566,38.68779990228337
2021-09-24,DPR,root/sewer/sidewalk condition,26.186774136998352,8.363812771276177,44.00973550272053
2021-09-25,DPR,root/sewer/sidewalk condition,11.404194771848886,0,29.478430753451182
2021-09-26,DPR,root/sewer/sidewalk condition,11.789181902244442,0,29.9481682756565
2021-09-27,DPR,root/sewer/sidewalk condition,34.35615054172925,16.121085986232263,52.59121509722624
2021-09-28,DPR,root/sewer/sidewalk condition,35.70765129741036,17.404261338877888,54.01104125594283
2021-09-29,DPR,root/sewer/sidewalk condition,31.9263680030769,13.561589828475235,50.29114617767856
2021-09-02,DPR,violation of park rules,5,NA,NA
2021-09-03,DPR,violation of park rules,17,NA,NA
2021-09-04,DPR,violation of park rules,22,NA,NA
2021-09-05,DPR,violation of park rules,15,NA,NA
2021-09-06,DPR,violation of park rules,26,NA,NA
2021-09-07,DPR,violation of park rules,10,NA,NA
2021-09-08,DPR,violation of park rules,8,NA,NA
2021-09-09,DPR,violation of park rules,8,NA,NA
2021-09-10,DPR,violation of park rules,15,NA,NA
2021-09-11,DPR,violation of park rules,17,NA,NA
2021-09-12,DPR,violation of park rules,12,NA,NA
2021-09-13,DPR,violation of park rules,12,NA,NA
2021-09-14,DPR,violation of park rules,9,NA,NA
2021-09-15,DPR,violation of park rules,6,NA,NA
2021-09-16,DPR,violation of park rules,11,NA,NA
2021-09-17,DPR,violation of park rules,7,NA,NA
2021-09-18,DPR,violation of park rules,28,NA,NA
2021-09-19,DPR,violation of park rules,19,NA,NA
2021-09-20,DPR,violation of park rules,6,NA,NA
2021-09-21,DPR,violation of park rules,14,NA,NA
2021-09-22,DPR,violation of park rules,2,NA,NA
2021-09-23,DPR,violation of park rules,2.2542883734937504,0,12.409971478212634
2021-09-24,DPR,violation of park rules,5.873155486354154,0,16.997536393515347
2021-09-25,DPR,violation of park rules,21.298048677729888,9.917602628589606,32.67849472687017
2021-09-26,DPR,violation of park rules,15.407293620859658,3.9169678907834253,26.89761935093589
2021-09-27,DPR,violation of park rules,9.097331743528361,0,20.65813478184821
2021-09-28,DPR,violation of park rules,5.92409680108701,0,17.542573518195198
2021-09-29,DPR,violation of park rules,2.3624292837437935,0,14.033914473455033
2021-09-02,DSNY,derelict vehicles,114,NA,NA
2021-09-03,DSNY,derelict vehicles,100,NA,NA
2021-09-04,DSNY,derelict vehicles,90,NA,NA
2021-09-05,DSNY,derelict vehicles,93,NA,NA
2021-09-06,DSNY,derelict vehicles,92,NA,NA
2021-09-07,DSNY,derelict vehicles,110,NA,NA
2021-09-08,DSNY,derelict vehicles,192,NA,NA
2021-09-09,DSNY,derelict vehicles,163,NA,NA
2021-09-10,DSNY,derelict vehicles,163,NA,NA
2021-09-11,DSNY,derelict vehicles,105,NA,NA
2021-09-12,DSNY,derelict vehicles,107,NA,NA
2021-09-13,DSNY,derelict vehicles,152,NA,NA
2021-09-14,DSNY,derelict vehicles,170,NA,NA
2021-09-15,DSNY,derelict vehicles,197,NA,NA
2021-09-16,DSNY,derelict vehicles,169,NA,NA
2021-09-17,DSNY,derelict vehicles,156,NA,NA
2021-09-18,DSNY,derelict vehicles,110,NA,NA
2021-09-19,DSNY,derelict vehicles,89,NA,NA
2021-09-20,DSNY,derelict vehicles,171,NA,NA
2021-09-21,DSNY,derelict vehicles,288,NA,NA
2021-09-23,DSNY,derelict vehicles,199.73940508162863,173.56965147913502,225.90915868412225
2021-09-24,DSNY,derelict vehicles,185.39362507454808,157.77975863644102,213.00749151265515
2021-09-25,DSNY,derelict vehicles,142.0357029492529,113.65080596527253,170.4205999332333
2021-09-26,DSNY,derelict vehicles,129.6512089589259,100.81680690573417,158.48561101211763
2021-09-27,DSNY,derelict vehicles,163.07591038471193,133.95584376776299,192.19597700166088
2021-09-28,DSNY,derelict vehicles,165.1208941758771,135.80320417192024,194.43858417983398
2021-09-29,DSNY,derelict vehicles,188.49941790895895,159.0336904808392,217.9651453370787
2021-09-02,DSNY,dirty conditions,154,NA,NA
2021-09-03,DSNY,dirty conditions,156,NA,NA
2021-09-04,DSNY,dirty conditions,159,NA,NA
2021-09-05,DSNY,dirty conditions,127,NA,NA
2021-09-06,DSNY,dirty conditions,160,NA,NA
2021-09-07,DSNY,dirty conditions,182,NA,NA
2021-09-08,DSNY,dirty conditions,179,NA,NA
2021-09-09,DSNY,dirty conditions,138,NA,NA
2021-09-10,DSNY,dirty conditions,164,NA,NA
2021-09-11,DSNY,dirty conditions,129,NA,NA
2021-09-12,DSNY,dirty conditions,164,NA,NA
2021-09-13,DSNY,dirty conditions,259,NA,NA
2021-09-14,DSNY,dirty conditions,200,NA,NA
2021-09-15,DSNY,dirty conditions,198,NA,NA
2021-09-16,DSNY,dirty conditions,197,NA,NA
2021-09-17,DSNY,dirty conditions,194,NA,NA
2021-09-18,DSNY,dirty conditions,134,NA,NA
2021-09-19,DSNY,dirty conditions,171,NA,NA
2021-09-20,DSNY,dirty conditions,235,NA,NA
2021-09-21,DSNY,dirty conditions,246,NA,NA
2021-09-23,DSNY,dirty conditions,200.93008287572437,172.97778200556365,228.88238374588508
2021-09-24,DSNY,dirty conditions,191.06782941730958,161.33296518880329,220.80269364581588
2021-09-25,DSNY,dirty conditions,166.0620645694872,135.60614272103663,196.51798641793778
2021-09-26,DSNY,dirty conditions,155.44498915432277,124.68434228656649,186.20563602207903
2021-09-27,DSNY,dirty conditions,196.3057786907467,165.35868434916722,227.2528730323262
2021-09-28,DSNY,dirty conditions,207.53108399789832,176.44288942221849,238.61927857357816
2021-09-29,DSNY,dirty conditions,199.64165874341927,168.43075345964598,230.85256402719256
2021-09-02,DSNY,graffiti,42,NA,NA
2021-09-03,DSNY,graffiti,12,NA,NA
2021-09-04,DSNY,graffiti,2,NA,NA
2021-09-05,DSNY,graffiti,16,NA,NA
2021-09-06,DSNY,graffiti,5,NA,NA
2021-09-07,DSNY,graffiti,9,NA,NA
2021-09-08,DSNY,graffiti,26,NA,NA
2021-09-09,DSNY,graffiti,37,NA,NA
2021-09-10,DSNY,graffiti,6,NA,NA
2021-09-11,DSNY,graffiti,3,NA,NA
2021-09-12,DSNY,graffiti,2,NA,NA
2021-09-13,DSNY,graffiti,5,NA,NA
2021-09-14,DSNY,graffiti,49,NA,NA
2021-09-15,DSNY,graffiti,24,NA,NA
2021-09-16,DSNY,graffiti,7,NA,NA
2021-09-17,DSNY,graffiti,32,NA,NA
2021-09-18,DSNY,graffiti,8,NA,NA
2021-09-19,DSNY,graffiti,2,NA,NA
2021-09-20,DSNY,graffiti,32,NA,NA
2021-09-21,DSNY,graffiti,89,NA,NA
2021-09-22,DSNY,graffiti,3,NA,NA
2021-09-23,DSNY,graffiti,28.338851893528684,0,76.67580633118547
2021-09-24,DSNY,graffiti,19.66012926762478,0,53.27302023744123
2021-09-25,DSNY,graffiti,12.244973052138265,0,33.23260415280014
2021-09-26,DSNY,graffiti,11.924101325229488,0,32.41595342457244
2021-09-27,DSNY,graffiti,22.472296219961652,0,61.19957282439526
2021-09-28,DSNY,graffiti,34.83079365321449,0,95.03277510462974
2021-09-29,DSNY,graffiti,25.600588228122582,0,69.9858786211997
2021-09-02,DSNY,missed collection (all materials),159,NA,NA
2021-09-03,DSNY,missed collection (all materials),255,NA,NA
2021-09-04,DSNY,missed collection (all materials),128,NA,NA
2021-09-05,DSNY,missed collection (all materials),148,NA,NA
2021-09-06,DSNY,missed collection (all materials),40,NA,NA
2021-09-07,DSNY,missed collection (all materials),192,NA,NA
2021-09-08,DSNY,missed collection (all materials),255,NA,NA
2021-09-09,DSNY,missed collection (all materials),214,NA,NA
2021-09-10,DSNY,missed collection (all materials),351,NA,NA
2021-09-11,DSNY,missed collection (all materials),181,NA,NA
2021-09-12,DSNY,missed collection (all materials),189,NA,NA
2021-09-13,DSNY,missed collection (all materials),115,NA,NA
2021-09-14,DSNY,missed collection (all materials),215,NA,NA
2021-09-15,DSNY,missed collection (all materials),239,NA,NA
2021-09-16,DSNY,missed collection (all materials),154,NA,NA
2021-09-17,DSNY,missed collection (all materials),193,NA,NA
2021-09-18,DSNY,missed collection (all materials),165,NA,NA
2021-09-19,DSNY,missed collection (all materials),172,NA,NA
2021-09-20,DSNY,missed collection (all materials),69,NA,NA
2021-09-21,DSNY,missed collection (all materials),206,NA,NA
2021-09-23,DSNY,missed collection (all materials),197.8995223702773,127.57920944882503,268.2198352917296
2021-09-24,DSNY,missed collection (all materials),205.39066073818623,110.07958762841969,300.70173384795277
2021-09-25,DSNY,missed collection (all materials),229.51841396683346,114.52513196610285,344.5116959675641
2021-09-26,DSNY,missed collection (all materials),189.98971186124544,58.222078683503895,321.75734503898695
2021-09-27,DSNY,missed collection (all materials),190.30652477229057,43.67104679636503,336.9420027482161
2021-09-28,DSNY,missed collection (all materials),143.19447711351572,0,303.3232304627891
2021-09-29,DSNY,missed collection (all materials),199.54418441249132,26.9713616380987,372.11700718688394
2021-09-02,DSNY,other,31,NA,NA
2021-09-03,DSNY,other,205,NA,NA
2021-09-04,DSNY,other,280,NA,NA
2021-09-05,DSNY,other,368,NA,NA
2021-09-06,DSNY,other,361,NA,NA
2021-09-07,DSNY,other,317,NA,NA
2021-09-08,DSNY,other,251,NA,NA
2021-09-09,DSNY,other,184,NA,NA
2021-09-10,DSNY,other,175,NA,NA
2021-09-11,DSNY,other,123,NA,NA
2021-09-12,DSNY,other,113,NA,NA
2021-09-13,DSNY,other,126,NA,NA
2021-09-14,DSNY,other,120,NA,NA
2021-09-15,DSNY,other,107,NA,NA
2021-09-16,DSNY,other,98,NA,NA
2021-09-17,DSNY,other,110,NA,NA
2021-09-18,DSNY,other,99,NA,NA
2021-09-19,DSNY,other,173,NA,NA
2021-09-20,DSNY,other,129,NA,NA
2021-09-21,DSNY,other,457,NA,NA
2021-09-22,DSNY,other,53,NA,NA
2021-09-23,DSNY,other,98,28.79463331625054,167.20536668374945
2021-09-24,DSNY,other,110,40.79463331625054,179.20536668374945
2021-09-25,DSNY,other,99,29.79463331625054,168.20536668374945
2021-09-26,DSNY,other,173,103.79463331625054,242.20536668374945
2021-09-27,DSNY,other,129,59.79463331625054,198.20536668374945
2021-09-28,DSNY,other,457,387.79463331625055,526.2053666837495
2021-09-29,DSNY,other,53,0,122.20536668374946
2021-09-02,DSNY,other enforcement,2,NA,NA
2021-09-03,DSNY,other enforcement,2,NA,NA
2021-09-04,DSNY,other enforcement,5,NA,NA
2021-09-05,DSNY,other enforcement,5,NA,NA
2021-09-06,DSNY,other enforcement,2,NA,NA
2021-09-07,DSNY,other enforcement,2,NA,NA
2021-09-08,DSNY,other enforcement,2,NA,NA
2021-09-09,DSNY,other enforcement,6,NA,NA
2021-09-10,DSNY,other enforcement,3,NA,NA
2021-09-11,DSNY,other enforcement,2,NA,NA
2021-09-12,DSNY,other enforcement,1,NA,NA
2021-09-13,DSNY,other enforcement,1,NA,NA
2021-09-14,DSNY,other enforcement,8,NA,NA
2021-09-15,DSNY,other enforcement,1,NA,NA
2021-09-16,DSNY,other enforcement,5,NA,NA
2021-09-17,DSNY,other enforcement,2,NA,NA
2021-09-18,DSNY,other enforcement,1,NA,NA
2021-09-19,DSNY,other enforcement,2,NA,NA
2021-09-20,DSNY,other enforcement,2,NA,NA
2021-09-21,DSNY,other enforcement,2,NA,NA
2021-09-23,DSNY,other enforcement,3.3962046314239136,1.066050486638149,5.726358776209678
2021-09-24,DSNY,other enforcement,3.5803029295739557,1.1228665013819157,6.037739357765996
2021-09-25,DSNY,other enforcement,4.403823715896982,1.379947182099127,7.427700249694837
2021-09-26,DSNY,other enforcement,2.4933241430759017,0.7806120004645445,4.206036285687259
2021-09-27,DSNY,other enforcement,2.280879675901794,0.7134812359239715,3.8482781158796167
2021-09-28,DSNY,other enforcement,3.9968492239798734,1.2491695847188011,6.744528863240946
2021-09-29,DSNY,other enforcement,3.8457411613904697,1.2009001452846864,6.490582177496253
2021-09-02,DSNY,sanitation condition,1,NA,NA
2021-09-03,DSNY,sanitation condition,1,NA,NA
2021-09-04,DSNY,sanitation condition,1,NA,NA
2021-09-05,DSNY,sanitation condition,1,NA,NA
2021-09-06,DSNY,sanitation condition,11,NA,NA
2021-09-07,DSNY,sanitation condition,19,NA,NA
2021-09-08,DSNY,sanitation condition,2,NA,NA
2021-09-09,DSNY,sanitation condition,26,NA,NA
2021-09-10,DSNY,sanitation condition,10,NA,NA
2021-09-11,DSNY,sanitation condition,6,NA,NA
2021-09-12,DSNY,sanitation condition,9,NA,NA
2021-09-13,DSNY,sanitation condition,3,NA,NA
2021-09-14,DSNY,sanitation condition,7,NA,NA
2021-09-15,DSNY,sanitation condition,7,NA,NA
2021-09-16,DSNY,sanitation condition,11,NA,NA
2021-09-17,DSNY,sanitation condition,5,NA,NA
2021-09-18,DSNY,sanitation condition,5,NA,NA
2021-09-19,DSNY,sanitation condition,5,NA,NA
2021-09-20,DSNY,sanitation condition,8,NA,NA
2021-09-21,DSNY,sanitation condition,4,NA,NA
2021-09-23,DSNY,sanitation condition,9.807009952576063,3.0568721200253384,16.557147785126787
2021-09-24,DSNY,sanitation condition,9.416511742016215,2.931406522998415,15.901616961034016
2021-09-25,DSNY,sanitation condition,11.05651024931571,3.4375488692430176,18.675471629388404
2021-09-26,DSNY,sanitation condition,6.409113250503345,1.9900914352884618,10.828135065718229
2021-09-27,DSNY,sanitation condition,7.0927207476988725,2.19953910635759,11.985902389040156
2021-09-28,DSNY,sanitation condition,10.32190985379398,3.196848780250755,17.446970927337205
2021-09-29,DSNY,sanitation condition,10.104083577804248,3.125371362100373,17.082795793508122
2021-09-02,HPD,appliance,34,NA,NA
2021-09-03,HPD,appliance,40,NA,NA
2021-09-04,HPD,appliance,17,NA,NA
2021-09-05,HPD,appliance,13,NA,NA
2021-09-06,HPD,appliance,16,NA,NA
2021-09-07,HPD,appliance,46,NA,NA
2021-09-08,HPD,appliance,34,NA,NA
2021-09-09,HPD,appliance,52,NA,NA
2021-09-10,HPD,appliance,36,NA,NA
2021-09-11,HPD,appliance,15,NA,NA
2021-09-12,HPD,appliance,12,NA,NA
2021-09-13,HPD,appliance,34,NA,NA
2021-09-14,HPD,appliance,33,NA,NA
2021-09-15,HPD,appliance,39,NA,NA
2021-09-16,HPD,appliance,44,NA,NA
2021-09-17,HPD,appliance,34,NA,NA
2021-09-18,HPD,appliance,13,NA,NA
2021-09-19,HPD,appliance,10,NA,NA
2021-09-20,HPD,appliance,39,NA,NA
2021-09-21,HPD,appliance,75,NA,NA
2021-09-22,HPD,appliance,1,NA,NA
2021-09-23,HPD,appliance,34.042048840446235,21.490420948880804,46.593676732011666
2021-09-24,HPD,appliance,30.42470237521634,19.136064874314144,41.71333987611854
2021-09-25,HPD,appliance,16.302146104448944,10.2157604123518,22.38853179654609
2021-09-26,HPD,appliance,13.398428547823109,8.365306406429745,18.431550689216472
2021-09-27,HPD,appliance,37.92191715281582,23.589714621413975,52.25411968421767
2021-09-28,HPD,appliance,36.60241410629014,22.685522420460263,50.51930579212002
2021-09-29,HPD,appliance,35.06016269362479,21.650193065673207,48.47013232157637
2021-09-02,HPD,door/window,67,NA,NA
2021-09-03,HPD,door/window,49,NA,NA
2021-09-04,HPD,door/window,31,NA,NA
2021-09-05,HPD,door/window,26,NA,NA
2021-09-06,HPD,door/window,36,NA,NA
2021-09-07,HPD,door/window,65,NA,NA
2021-09-08,HPD,door/window,50,NA,NA
2021-09-09,HPD,door/window,51,NA,NA
2021-09-10,HPD,door/window,48,NA,NA
2021-09-11,HPD,door/window,29,NA,NA
2021-09-12,HPD,door/window,28,NA,NA
2021-09-13,HPD,door/window,60,NA,NA
2021-09-14,HPD,door/window,47,NA,NA
2021-09-15,HPD,door/window,55,NA,NA
2021-09-16,HPD,door/window,51,NA,NA
2021-09-17,HPD,door/window,39,NA,NA
2021-09-18,HPD,door/window,24,NA,NA
2021-09-19,HPD,door/window,18,NA,NA
2021-09-20,HPD,door/window,64,NA,NA
2021-09-21,HPD,door/window,95,NA,NA
2021-09-22,HPD,door/window,7,NA,NA
2021-09-23,HPD,door/window,47.055539211391256,31.52293876168769,62.58813966109482
2021-09-24,HPD,door/window,41.65023125317112,27.63479618312271,55.66566632321953
2021-09-25,HPD,door/window,23.86699636825612,15.685131287876388,32.048861448635854
2021-09-26,HPD,door/window,20.604804864322237,13.41332605167091,27.796283676973562
2021-09-27,HPD,door/window,53.1978063020001,34.30543525986762,72.09017734413258
2021-09-28,HPD,door/window,53.22073491791361,33.99951714777279,72.44195268805443
2021-09-29,HPD,door/window,48.6931724572649,30.817826667480592,66.56851824704921
2021-09-02,HPD,electric,91,NA,NA
2021-09-03,HPD,electric,41,NA,NA
2021-09-04,HPD,electric,24,NA,NA
2021-09-05,HPD,electric,17,NA,NA
2021-09-06,HPD,electric,50,NA,NA
2021-09-07,HPD,electric,54,NA,NA
2021-09-08,HPD,electric,31,NA,NA
2021-09-09,HPD,electric,39,NA,NA
2021-09-10,HPD,electric,22,NA,NA
2021-09-11,HPD,electric,19,NA,NA
2021-09-12,HPD,electric,26,NA,NA
2021-09-13,HPD,electric,46,NA,NA
2021-09-14,HPD,electric,50,NA,NA
2021-09-15,HPD,electric,58,NA,NA
2021-09-16,HPD,electric,34,NA,NA
2021-09-17,HPD,electric,31,NA,NA
2021-09-18,HPD,electric,21,NA,NA
2021-09-19,HPD,electric,17,NA,NA
2021-09-20,HPD,electric,36,NA,NA
2021-09-21,HPD,electric,57,NA,NA
2021-09-22,HPD,electric,3,NA,NA
2021-09-23,HPD,electric,37.74089300717558,22.124758161358507,53.35702785299265
2021-09-24,HPD,electric,34.32816226678881,20.088200993791254,48.56812353978636
2021-09-25,HPD,electric,23.926205575364985,13.97618527908845,33.87622587164152
2021-09-26,HPD,electric,21.919855239492865,12.781358597300418,31.05835188168531
2021-09-27,HPD,electric,41.80718377923136,24.334081111815212,59.28028644664751
2021-09-28,HPD,electric,41.696145866880514,24.226173533725643,59.166118200035385
2021-09-29,HPD,electric,39.87948897317939,23.129355539813258,56.62962240654552
2021-09-02,HPD,flooring/stairs,25,NA,NA
2021-09-03,HPD,flooring/stairs,17,NA,NA
2021-09-04,HPD,flooring/stairs,13,NA,NA
2021-09-05,HPD,flooring/stairs,16,NA,NA
2021-09-06,HPD,flooring/stairs,5,NA,NA
2021-09-07,HPD,flooring/stairs,32,NA,NA
2021-09-08,HPD,flooring/stairs,26,NA,NA
2021-09-09,HPD,flooring/stairs,14,NA,NA
2021-09-10,HPD,flooring/stairs,35,NA,NA
2021-09-11,HPD,flooring/stairs,11,NA,NA
2021-09-12,HPD,flooring/stairs,8,NA,NA
2021-09-13,HPD,flooring/stairs,27,NA,NA
2021-09-14,HPD,flooring/stairs,42,NA,NA
2021-09-15,HPD,flooring/stairs,19,NA,NA
2021-09-16,HPD,flooring/stairs,25,NA,NA
2021-09-17,HPD,flooring/stairs,25,NA,NA
2021-09-18,HPD,flooring/stairs,12,NA,NA
2021-09-19,HPD,flooring/stairs,13,NA,NA
2021-09-20,HPD,flooring/stairs,28,NA,NA
2021-09-21,HPD,flooring/stairs,56,NA,NA
2021-09-22,HPD,flooring/stairs,2,NA,NA
2021-09-23,HPD,flooring/stairs,25.576443363974832,15.071450336458375,36.08143639149129
2021-09-24,HPD,flooring/stairs,22.200532979187454,12.94598921246156,31.455076745913345
2021-09-25,HPD,flooring/stairs,10.38205626929629,5.99126315217388,14.772849386418702
2021-09-26,HPD,flooring/stairs,9.65491925959644,5.513805151776047,13.796033367416833
2021-09-27,HPD,flooring/stairs,29.611780036606525,16.735474463316248,42.4880856098968
2021-09-28,HPD,flooring/stairs,32.567577825796924,18.215085143943337,46.92007050765051
2021-09-29,HPD,flooring/stairs,25.327067156530067,14.018544265706042,36.63559004735409
2021-09-02,HPD,general,48,NA,NA
2021-09-03,HPD,general,38,NA,NA
2021-09-04,HPD,general,24,NA,NA
2021-09-05,HPD,general,20,NA,NA
2021-09-06,HPD,general,26,NA,NA
2021-09-07,HPD,general,69,NA,NA
2021-09-08,HPD,general,63,NA,NA
2021-09-09,HPD,general,49,NA,NA
2021-09-10,HPD,general,42,NA,NA
2021-09-11,HPD,general,40,NA,NA
2021-09-12,HPD,general,18,NA,NA
2021-09-13,HPD,general,65,NA,NA
2021-09-14,HPD,general,51,NA,NA
2021-09-15,HPD,general,59,NA,NA
2021-09-16,HPD,general,58,NA,NA
2021-09-17,HPD,general,41,NA,NA
2021-09-18,HPD,general,27,NA,NA
2021-09-19,HPD,general,22,NA,NA
2021-09-20,HPD,general,49,NA,NA
2021-09-21,HPD,general,125,NA,NA
2021-09-22,HPD,general,7,NA,NA
2021-09-23,HPD,general,51.92456945043665,35.75350219272697,68.09563670814633
2021-09-24,HPD,general,44.50524612248978,30.44777149728524,58.56272074769432
2021-09-25,HPD,general,26.965322364024114,18.330108378238293,35.600536349809936
2021-09-26,HPD,general,23.362633096127396,15.780175417151256,30.945090775103537
2021-09-27,HPD,general,56.968726942009745,38.235939230254836,75.70151465376466
2021-09-28,HPD,general,57.37016064864161,38.26310810535465,76.47721319192857
2021-09-29,HPD,general,53.8210583634805,35.67124323272479,71.97087349423622
2021-09-02,HPD,heat/hot water,409,NA,NA
2021-09-03,HPD,heat/hot water,595,NA,NA
2021-09-04,HPD,heat/hot water,442,NA,NA
2021-09-05,HPD,heat/hot water,295,NA,NA
2021-09-06,HPD,heat/hot water,278,NA,NA
2021-09-07,HPD,heat/hot water,276,NA,NA
2021-09-08,HPD,heat/hot water,231,NA,NA
2021-09-09,HPD,heat/hot water,184,NA,NA
2021-09-10,HPD,heat/hot water,128,NA,NA
2021-09-11,HPD,heat/hot water,106,NA,NA
2021-09-12,HPD,heat/hot water,122,NA,NA
2021-09-13,HPD,heat/hot water,177,NA,NA
2021-09-14,HPD,heat/hot water,109,NA,NA
2021-09-15,HPD,heat/hot water,117,NA,NA
2021-09-16,HPD,heat/hot water,115,NA,NA
2021-09-17,HPD,heat/hot water,96,NA,NA
2021-09-18,HPD,heat/hot water,97,NA,NA
2021-09-19,HPD,heat/hot water,101,NA,NA
2021-09-20,HPD,heat/hot water,110,NA,NA
2021-09-21,HPD,heat/hot water,221,NA,NA
2021-09-22,HPD,heat/hot water,21,NA,NA
2021-09-23,HPD,heat/hot water,20.95482546201232,0,453.820610789021
2021-09-24,HPD,heat/hot water,20.909650924024643,0,633.2837813224589
2021-09-25,HPD,heat/hot water,20.864476386036962,0,771.1230067763363
2021-09-26,HPD,heat/hot water,20.819301848049285,0,887.4392581341297
2021-09-27,HPD,heat/hot water,20.774127310061605,0,990.0155493566364
2021-09-28,HPD,heat/hot water,20.728952772073928,0,1082.8420442817057
2021-09-29,HPD,heat/hot water,20.683778234086247,0,1168.2882412217182
2021-09-02,HPD,other,15,NA,NA
2021-09-03,HPD,other,16,NA,NA
2021-09-04,HPD,other,15,NA,NA
2021-09-05,HPD,other,5,NA,NA
2021-09-06,HPD,other,14,NA,NA
2021-09-07,HPD,other,11,NA,NA
2021-09-08,HPD,other,18,NA,NA
2021-09-09,HPD,other,16,NA,NA
2021-09-10,HPD,other,11,NA,NA
2021-09-11,HPD,other,3,NA,NA
2021-09-12,HPD,other,8,NA,NA
2021-09-13,HPD,other,11,NA,NA
2021-09-14,HPD,other,8,NA,NA
2021-09-15,HPD,other,7,NA,NA
2021-09-16,HPD,other,12,NA,NA
2021-09-17,HPD,other,10,NA,NA
2021-09-18,HPD,other,6,NA,NA
2021-09-19,HPD,other,3,NA,NA
2021-09-20,HPD,other,9,NA,NA
2021-09-21,HPD,other,9,NA,NA
2021-09-22,HPD,other,1,NA,NA
2021-09-23,HPD,other,9.181608900504063,3.4726879835413227,14.890529817466803
2021-09-24,HPD,other,8.072518118851674,3.0333774247823193,13.111658812921029
2021-09-25,HPD,other,5.259715162656487,1.9635341233586998,8.555896201954274
2021-09-26,HPD,other,6.626386480854495,2.4575363911741395,10.79523657053485
2021-09-27,HPD,other,9.298568267235622,3.4258962888682927,15.17124024560295
2021-09-28,HPD,other,8.912514456387994,3.2619783277417254,14.563050585034262
2021-09-29,HPD,other,8.851483474336375,3.2181563807548113,14.484810567917938
2021-09-02,HPD,paint/plaster,151,NA,NA
2021-09-03,HPD,paint/plaster,91,NA,NA
2021-09-04,HPD,paint/plaster,36,NA,NA
2021-09-05,HPD,paint/plaster,28,NA,NA
2021-09-06,HPD,paint/plaster,47,NA,NA
2021-09-07,HPD,paint/plaster,90,NA,NA
2021-09-08,HPD,paint/plaster,110,NA,NA
2021-09-09,HPD,paint/plaster,74,NA,NA
2021-09-10,HPD,paint/plaster,60,NA,NA
2021-09-11,HPD,paint/plaster,27,NA,NA
2021-09-12,HPD,paint/plaster,27,NA,NA
2021-09-13,HPD,paint/plaster,76,NA,NA
2021-09-14,HPD,paint/plaster,81,NA,NA
2021-09-15,HPD,paint/plaster,90,NA,NA
2021-09-16,HPD,paint/plaster,63,NA,NA
2021-09-17,HPD,paint/plaster,55,NA,NA
2021-09-18,HPD,paint/plaster,25,NA,NA
2021-09-19,HPD,paint/plaster,34,NA,NA
2021-09-20,HPD,paint/plaster,85,NA,NA
